type,room_type,area_m2,price,external_features,interior_features,location_features
Daire,3 + 1,130.0,1230000.0,"['Asansör', ' Hidrofor', ' Jeneratör', ' Kapıcı', ' PVC Doğrama', ' Siding', ' Su deposu', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çamaşır Odası', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hilton Banyo', ' Isıcam', ' Jakuzi', ' Kablo TV-Uydu', ' Kartonpiyer', ' Klima', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Denize sıfır', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir']"
Daire,3 + 1,130.0,1150000.0,"['Asansör', ' Hidrofor', ' Jeneratör', ' Kapıcı', ' PVC Doğrama', ' Siding', ' Su deposu', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çamaşır Odası', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hilton Banyo', ' Jakuzi', ' Kablo TV-Uydu', ' Kartonpiyer', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Seramik Zemin', ' Spot Işık', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir', ' Metroya yakın']"
Kooperatif,2 + 1,90.0,535000.0,"['Bahçeli', ' Otopark - Açık', ' Oyun Parkı', ' Site içerisinde']","['Balkon', ' Çelik Kapı', ' Ebeveyn Banyolu', ' Isıcam', ' Mutfak Doğalgazı']","['Caddeye yakın', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir', ' Minibüs / Dolmuşa yakın', ' Ön cephe', ' Toplu Ulaşıma yakın']"
Daire,3 + 1,145.0,2600000.0,"['Asansör', ' Kapıcı', ' Su deposu', ' Yangın Merdiveni']","['Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Çelik Kapı', ' Duşakabin', ' Giyinme Odası', ' Görüntülü Diafon', ' Isıcam', ' Kartonpiyer', ' Laminant Mutfak', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Spot Işık', ' Vestiyer']","['Cadde Üzerinde', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir']"
Daire,6 + 2,280.0,2300000.0,"['Asansör', ' Kapıcı', ' PVC Doğrama', ' Yangın Merdiveni']","['Ahşap Doğrama', ' Ankastre Mutfak', ' Balkon', ' Beyaz Eşyalı', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Hilton Banyo', ' Isıcam', ' Kartonpiyer', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' ""E-5e yakın""', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir']"
Daire,1 + 1,48.0,1250000.0,"['Asansör', ' Bahçeli', ' Güvenlik', ' Hidrofor', ' Isı Yalıtım', ' Otopark - Açık', ' Oyun Parkı', ' PVC Doğrama', ' Site içerisinde', ' Su deposu', ' Yüzme Havuzu']","['ADSL', ' Ankastre Mutfak', ' Balkon', ' Çelik Kapı', ' Görüntülü Diafon', ' Hazır Mutfak', ' Hilton Banyo', ' Isıcam', ' Kablo TV-Uydu', ' Kartonpiyer', ' Laminant Mutfak', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Saten Alçı', ' Saten Boya']","['Cadde Üzerinde', ' Caddeye yakın', ' Havaalanına yakın', ' Manzara', ' Manzara - Doğa', ' Manzara - Şehir', ' Otobana yakın', ' Ön cephe', ' Toplu Ulaşıma yakın']"
Müstakil Ev,3 + 1,120.0,2000000.0,"['Bahçeli', ' PVC Doğrama']","['Ahşap Doğrama', ' Balkon', ' Isıcam', ' Kartonpiyer', ' Mutfak Doğalgazı', ' Seramik Zemin']","['Manzara - Doğa', ' Manzara - Şehir']"
Daire,3 + 1,115.0,950000.0,"['Isı Yalıtım', ' Otopark - Açık']","['Balkon', ' Çelik Kapı']","['Caddeye yakın', ' Havaalanına yakın', ' Merkezde', ' Minibüs / Dolmuşa yakın', ' Toplu Ulaşıma yakın']"
Müstakil Ev,3 + 1,200.0,1800000.0,"['Bahçeli', ' Isı Yalıtım']","['Balkon', ' Ebeveyn Banyolu', ' Parke']","['Havaalanına yakın', ' Metrobüse yakın', ' Minibüs / Dolmuşa yakın', ' Toplu Ulaşıma yakın']"
Villa,2 + 1,90.0,2540000.0,"['Bahçeli', ' PVC Doğrama', ' Yüzme Havuzu']","['Beyaz Eşyalı', ' Duşakabin', ' Ebeveyn Banyolu', ' Isıcam', ' Mobilyalı', ' Mutfak Doğalgazı', ' Seramik Zemin', ' Şömine', ' Vestiyer']","['Cadde Üzerinde', ' Manzara - Doğa']"
Villa,5 + 1,300.0,3500000.0,"['Bahçeli', ' Isı Yalıtım', ' Otopark - Açık', ' Oyun Parkı', ' PVC Doğrama', ' Site içerisinde', ' Su deposu']","['ADSL', ' Ankastre Mutfak', ' Balkon', ' Çelik Kapı', ' Duşakabin', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hazır Mutfak', ' Hilton Banyo', ' Isıcam', ' Kablo TV-Uydu', ' Kartonpiyer', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Parke - Laminant', ' Saten Alçı', ' Saten Boya', ' Seramik Zemin', ' Spot Işık', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Caddeye yakın', ' Manzara - Doğa', ' Manzara - Şehir', ' Merkezde', ' Ön cephe', ' Toplu Ulaşıma yakın']"
Villa,5 + 1,180.0,2850000.0,"['Bahçeli', ' Güvenlik', ' Isı Yalıtım', ' Otopark - Açık', ' Otopark - Kapalı', ' Oyun Parkı', ' PVC Doğrama', ' Site içerisinde', ' Su deposu']","['Balkon', ' Beyaz Eşyalı', ' Çelik Kapı', ' Giyinme Odası', ' Hazır Mutfak', ' Isıcam', ' Kapalı Balkon', ' Kartonpiyer', ' Laminant Mutfak', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke - Laminant', ' Parke - Lamine', ' Saten Alçı', ' Saten Boya', ' Sauna', ' Seramik Zemin', ' Şömine', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Caddeye yakın', ' Havaalanına yakın', ' Manzara', ' Manzara - Doğa', ' Minibüs / Dolmuşa yakın', ' Otobana yakın', ' Toplu Ulaşıma yakın']"
Villa,3 + 2,185.0,2950000.0,"['Bahçeli', ' Güvenlik', ' Isı Yalıtım', ' Otopark - Açık', ' Otopark - Kapalı']","['ADSL', ' Ahşap Doğrama', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Duşakabin', ' Hazır Mutfak', ' Isıcam', ' Kapalı Balkon', ' Parke', ' Parke - Laminant', ' Seramik Zemin', ' Teras']","['Caddeye yakın', ' Havaalanına yakın', ' Manzara', ' Manzara - Doğa', ' Merkezde', ' Minibüs / Dolmuşa yakın', ' Toplu Ulaşıma yakın']"
Daire,3 + 1,110.0,849000.0,"['Isı Yalıtım', ' Otopark - Açık']","['Balkon', ' Çelik Kapı', ' Duşakabin', ' Kapalı Balkon']","['Caddeye yakın', ' Havaalanına yakın', ' Manzara - Şehir', ' Merkezde', ' Minibüs / Dolmuşa yakın', ' Toplu Ulaşıma yakın']"
Daire,3 + 1,120.0,930000.0,"['Hidrofor', ' Jeneratör', ' PVC Doğrama', ' Siding', ' Su deposu', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çamaşır Odası', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hilton Banyo', ' Isıcam', ' Jakuzi', ' Kablo TV-Uydu', ' Kartonpiyer', ' Klima', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Manzara - Doğa', ' Manzara - Şehir']"
Müstakil Ev,4 + 1,600.0,1725000.0,"['Ahşap Doğrama', ' Bahçeli', ' Otopark - Açık', ' Otopark - Kapalı', ' Su deposu']","['Ahşap Doğrama', ' Balkon', ' Beyaz Eşyalı', ' Hazır Mutfak', ' Kapalı Balkon', ' Mobilyalı', ' Parke', ' Parke - Laminant', ' Seramik Zemin']","['Cadde Üzerinde', ' Caddeye yakın', ' Manzara', ' Manzara - Doğa', ' Merkezde', ' Ön cephe', ' Toplu Ulaşıma yakın']"
Daire,2 + 1,100.0,675000.0,"['Asansör', ' Hidrofor', ' Jeneratör', ' Kapıcı', ' PVC Doğrama', ' Siding', ' Su deposu', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Hilton Banyo', ' Isıcam', ' Kablo TV-Uydu', ' Kartonpiyer', ' Klima', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir']"
Villa,5 + 1,210.0,2050000.0,"['Ahşap Doğrama', ' Bahçeli', ' Güvenlik', ' Hidrofor', ' Jeneratör', ' Kapıcı', ' Otopark - Açık', ' Oyun Parkı', ' Site içerisinde', ' Su deposu']","['Ahşap Doğrama', ' Balkon', ' Çelik Kapı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Isıcam', ' Kapalı Balkon', ' Panjur', ' Teras']","['Cadde Üzerinde', ' Caddeye yakın', ' Havaalanına yakın', ' Manzara', ' Manzara - Doğa', ' Ön cephe']"
Daire,3 + 1,140.0,1150000.0,"['Asansör', ' Hidrofor', ' Jeneratör', ' Kapıcı', ' PVC Doğrama', ' Siding', ' Su deposu', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çamaşır Odası', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hilton Banyo', ' Isıcam', ' Jakuzi', ' Kablo TV-Uydu', ' Kartonpiyer', ' Klima', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir']"
Daire,3 + 1,140.0,930000.0,"['Asansör', ' Hidrofor', ' Jeneratör', ' PVC Doğrama', ' Siding', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çamaşır Odası', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hilton Banyo', ' Isıcam', ' Jakuzi', ' Kablo TV-Uydu', ' Kartonpiyer', ' Klima', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Vestiyer']","['Cadde Üzerinde', ' Deniz Ulaşımına yakın', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir', ' Metroya yakın']"
Daire,3 + 1,130.0,970000.0,"['Asansör', ' Hidrofor', ' Jeneratör', ' Kapıcı', ' PVC Doğrama', ' Siding', ' Su deposu', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çamaşır Odası', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hilton Banyo', ' Isıcam', ' Jakuzi', ' Kablo TV-Uydu', ' Kartonpiyer', ' Klima', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir']"
Daire,3 + 1,130.0,1000000.0,"['Asansör', ' Hidrofor', ' Jeneratör', ' Kapıcı', ' PVC Doğrama', ' Siding', ' Su deposu', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çamaşır Odası', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hilton Banyo', ' Isıcam', ' Jakuzi', ' Kablo TV-Uydu', ' Kartonpiyer', ' Klima', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Deniz Ulaşımına yakın', ' Denize sıfır', ' Denize yakın', ' ""E-5e yakın""', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir', ' Marmaraya yakın', ' Metrobüse yakın', ' Metroya yakın', ' ""TEMe yakın""', ' Tramvaya yakın']"
Daire,2 + 1,100.0,840000.0,"['Asansör', ' Hidrofor', ' Jeneratör', ' Kapıcı', ' PVC Doğrama', ' Siding', ' Su deposu', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çamaşır Odası', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hilton Banyo', ' Isıcam', ' Jakuzi', ' Kablo TV-Uydu', ' Kartonpiyer', ' Klima', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Denize sıfır', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir']"
Daire,3 + 1,110.0,505000.0,"['Asansör', ' Hidrofor', ' Jeneratör', ' Kapıcı', ' PVC Doğrama', ' Siding', ' Su deposu', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çamaşır Odası', ' Çelik Kapı', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hilton Banyo', ' Isıcam', ' Jakuzi', ' Kablo TV-Uydu', ' Kartonpiyer', ' Klima', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Vestiyer']","['Cadde Üzerinde', ' Havaalanına yakın', ' Manzara - Doğa', ' Manzara - Şehir']"
Daire,3 + 1,130.0,850000.0,"['Asansör', ' Hidrofor', ' Jeneratör', ' Kapıcı', ' PVC Doğrama', ' Siding', ' Su deposu', ' Yangın Merdiveni', ' Yüzme Havuzu']","['ADSL', ' Ahşap Doğrama', ' Alarm', ' Ankastre Mutfak', ' Balkon', ' Barbekü', ' Beyaz Eşyalı', ' Çamaşır Odası', ' Duşakabin', ' Duvar Kağıdı', ' Ebeveyn Banyolu', ' Giyinme Odası', ' Gömme Dolap', ' Görüntülü Diafon', ' Hilton Banyo', ' Isıcam', ' Jakuzi', ' Kablo TV-Uydu', ' Kartonpiyer', ' Klima', ' Laminant Mutfak', ' Marley', ' Mobilyalı', ' Mutfak Doğalgazı', ' Panel Kapı', ' Parke', ' Sauna', ' Seramik Zemin', ' Spot Işık', ' Şömine', ' Teras', ' Vestiyer']","['Cadde Üzerinde', ' Manzara - Doğa', ' Manzara - Şehir']"
Daire,2 + 1,90.0,565000.0,['Otopark - Açık'],"['Balkon', ' Çelik Kapı', ' Duşakabin']","['Caddeye yakın', ' Havaalanına yakın', ' Merkezde', ' Minibüs / Dolmuşa yakın', ' Toplu Ulaşıma yakın']"
